category,year,season,month,clicks,ttl_cat_clicks,month_min_clicks,min_cat_clicks,max_cat_clicks,month_max_clicks,avg_cat_clicks,std_cat_clicks,co_var_cat,mnth_ranking
kids scooter,2021,Winter,12,105998,872874,1,36160,116399,11,72739.5,24748.587491373764,34.0235875849762,2.0
kitchen faucets,2021,Winter,1,100429,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,1.0
kitchen faucets,2021,Winter,2,79471,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,3.0
kitchen faucets,2021,Spring,3,82898,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,2.0
kitchen faucets,2021,Spring,4,65999,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,9.0
kitchen faucets,2021,Spring,5,68648,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,7.0
kitchen faucets,2021,Summer,6,51344,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,12.0
kitchen faucets,2021,Summer,7,61417,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,11.0
kitchen faucets,2021,Summer,8,61568,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,10.0
kitchen faucets,2021,Autumn,9,69090,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,6.0
kitchen faucets,2021,Autumn,10,75374,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,5.0
kitchen faucets,2021,Autumn,11,79053,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,4.0
kitchen faucets,2021,Winter,12,67520,862811,6,51344,100429,1,71900.91666666667,12674.5428998326,17.62779041968533,8.0
knife,2021,Winter,1,80073,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,3.0
knife,2021,Winter,2,54100,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,7.0
knife,2021,Spring,3,63126,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,4.0
knife,2021,Spring,4,52589,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,10.0
knife,2021,Spring,5,52660,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,9.0
knife,2021,Summer,6,42393,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,12.0
knife,2021,Summer,7,50901,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,11.0
knife,2021,Summer,8,53165,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,8.0
knife,2021,Autumn,9,55127,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,6.0
knife,2021,Autumn,10,60395,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,5.0
knife,2021,Autumn,11,100006,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,2.0
knife,2021,Winter,12,128903,793438,6,42393,128903,12,66119.83333333333,25078.782193984887,37.929288278078275,1.0
laser printer,2021,Winter,1,67873,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,2.0
laser printer,2021,Winter,2,52924,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,6.0
laser printer,2021,Spring,3,56513,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,4.0
laser printer,2021,Spring,4,47217,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,9.0
laser printer,2021,Spring,5,48142,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,8.0
laser printer,2021,Summer,6,36531,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,12.0
laser printer,2021,Summer,7,43204,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,11.0
laser printer,2021,Summer,8,44803,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,10.0
laser printer,2021,Autumn,9,52832,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,7.0
laser printer,2021,Autumn,10,55000,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,5.0
laser printer,2021,Autumn,11,70358,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,1.0
laser printer,2021,Winter,12,58753,634150,6,36531,70358,11,52845.833333333336,9830.920153302337,18.603018503449977,3.0
liqueurs,2021,Winter,1,65887,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,3.0
liqueurs,2021,Winter,2,56903,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,9.0
liqueurs,2021,Spring,3,57724,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,7.0
liqueurs,2021,Spring,4,59173,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,5.0
liqueurs,2021,Spring,5,56229,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,10.0
liqueurs,2021,Summer,6,53285,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,11.0
liqueurs,2021,Summer,7,60895,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,4.0
liqueurs,2021,Summer,8,57174,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,8.0
liqueurs,2021,Autumn,9,51562,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,12.0
liqueurs,2021,Autumn,10,57841,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,6.0
liqueurs,2021,Autumn,11,72902,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,2.0
liqueurs,2021,Winter,12,104000,753575,9,51562,104000,12,62797.916666666664,14150.470364545441,22.533343645230442,1.0
mattresses,2021,Winter,1,96388,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,1.0
mattresses,2021,Winter,2,71012,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,7.0
mattresses,2021,Spring,3,79369,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,4.0
mattresses,2021,Spring,4,61766,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,11.0
mattresses,2021,Spring,5,66230,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,10.0
mattresses,2021,Summer,6,52943,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,12.0
mattresses,2021,Summer,7,69763,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,8.0
mattresses,2021,Summer,8,74582,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,6.0
mattresses,2021,Autumn,9,75472,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,5.0
mattresses,2021,Autumn,10,80022,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,3.0
mattresses,2021,Autumn,11,87005,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,2.0
mattresses,2021,Winter,12,69595,884147,6,52943,96388,1,73678.91666666667,11427.386684932371,15.509710514110035,9.0
men's boots,2021,Winter,1,119648,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,4.0
men's boots,2021,Winter,2,59954,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,6.0
men's boots,2021,Spring,3,43779,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,7.0
men's boots,2021,Spring,4,28013,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,9.0
men's boots,2021,Spring,5,25382,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,10.0
men's boots,2021,Summer,6,16612,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,12.0
men's boots,2021,Summer,7,24643,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,11.0
men's boots,2021,Summer,8,33064,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,8.0
men's boots,2021,Autumn,9,76783,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,5.0
men's boots,2021,Autumn,10,141034,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,3.0
men's boots,2021,Autumn,11,223663,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,1.0
men's boots,2021,Winter,12,177044,969619,6,16612,223663,11,80801.58333333333,68782.49537023254,85.1251826173776,2.0
men's low shoes,2021,Winter,1,86503,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,6.0
men's low shoes,2021,Winter,2,75533,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,11.0
men's low shoes,2021,Spring,3,84201,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,8.0
men's low shoes,2021,Spring,4,92869,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,4.0
men's low shoes,2021,Spring,5,93879,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,3.0
men's low shoes,2021,Summer,6,73078,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,12.0
men's low shoes,2021,Summer,7,81017,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,10.0
men's low shoes,2021,Summer,8,86342,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,7.0
men's low shoes,2021,Autumn,9,92678,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,5.0
men's low shoes,2021,Autumn,10,99433,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,2.0
men's low shoes,2021,Autumn,11,103735,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,1.0
men's low shoes,2021,Winter,12,82951,1052219,6,73078,103735,11,87684.91666666667,9190.08906335647,10.480809485504219,9.0
men's shirts,2021,Winter,1,16266,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,12.0
men's shirts,2021,Winter,2,17257,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,11.0
men's shirts,2021,Spring,3,26643,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,10.0
men's shirts,2021,Spring,4,41310,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,9.0
men's shirts,2021,Spring,5,61993,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,4.0
men's shirts,2021,Summer,6,104120,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,2.0
men's shirts,2021,Summer,7,120124,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,1.0
men's shirts,2021,Summer,8,103292,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,3.0
men's shirts,2021,Autumn,9,56854,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,5.0
men's shirts,2021,Autumn,10,42976,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,8.0
men's shirts,2021,Autumn,11,47424,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,7.0
men's shirts,2021,Winter,12,50477,688736,1,16266,120124,7,57394.666666666664,34520.58081606954,60.145973173005984,6.0
model railways,2021,Winter,1,61572,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,3.0
model railways,2021,Winter,2,46391,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,6.0
model railways,2021,Spring,3,46739,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,5.0
model railways,2021,Spring,4,36790,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,8.0
model railways,2021,Spring,5,35984,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,10.0
model railways,2021,Summer,6,28741,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,12.0
model railways,2021,Summer,7,33602,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,11.0
model railways,2021,Summer,8,35994,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,9.0
model railways,2021,Autumn,9,39155,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,7.0
model railways,2021,Autumn,10,58846,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,4.0
model railways,2021,Autumn,11,84049,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,2.0
model railways,2021,Winter,12,98309,606172,6,28741,98309,12,50514.333333333336,21598.22219255066,42.7566212742601,1.0
motorcycle tires,2021,Winter,1,42687,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,11.0
motorcycle tires,2021,Winter,2,56873,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,7.0
motorcycle tires,2021,Spring,3,75096,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,3.0
motorcycle tires,2021,Spring,4,79229,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,1.0
motorcycle tires,2021,Spring,5,78009,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,2.0
motorcycle tires,2021,Summer,6,75044,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,4.0
motorcycle tires,2021,Summer,7,72080,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,5.0
motorcycle tires,2021,Summer,8,68979,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,6.0
motorcycle tires,2021,Autumn,9,55170,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,8.0
motorcycle tires,2021,Autumn,10,48897,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,9.0
motorcycle tires,2021,Autumn,11,44414,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,10.0
motorcycle tires,2021,Winter,12,32584,729062,12,32584,79229,4,60755.166666666664,16007.609706484962,26.347734003119015,12.0
multifunction tools,2021,Winter,1,62951,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,6.0
multifunction tools,2021,Winter,2,51520,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,11.0
multifunction tools,2021,Spring,3,67684,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,3.0
multifunction tools,2021,Spring,4,60508,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,7.0
multifunction tools,2021,Spring,5,63761,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,5.0
multifunction tools,2021,Summer,6,47888,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,12.0
multifunction tools,2021,Summer,7,57513,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,8.0
multifunction tools,2021,Summer,8,52206,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,10.0
multifunction tools,2021,Autumn,9,53831,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,9.0
multifunction tools,2021,Autumn,10,64306,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,4.0
multifunction tools,2021,Autumn,11,87394,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,1.0
multifunction tools,2021,Winter,12,78096,747658,6,47888,87394,11,62304.833333333336,11435.373983893802,18.3539115219426,2.0
operating systems,2021,Winter,1,73945,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,4.0
operating systems,2021,Winter,2,68452,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,5.0
operating systems,2021,Spring,3,62960,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,6.0
operating systems,2021,Spring,4,48656,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,11.0
operating systems,2021,Spring,5,50790,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,10.0
operating systems,2021,Summer,6,41660,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,12.0
operating systems,2021,Summer,7,52047,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,9.0
operating systems,2021,Summer,8,56786,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,8.0
operating systems,2021,Autumn,9,60191,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,7.0
operating systems,2021,Autumn,10,75170,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,3.0
operating systems,2021,Autumn,11,83614,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,2.0
operating systems,2021,Winter,12,87876,762147,6,41660,87876,12,63512.25,14506.844535817003,22.8410181277108,1.0
outdoor navigation,2021,Winter,1,49525,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,10.0
outdoor navigation,2021,Winter,2,47455,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,12.0
outdoor navigation,2021,Spring,3,56982,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,9.0
outdoor navigation,2021,Spring,4,66509,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,6.0
outdoor navigation,2021,Spring,5,75257,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,2.0
outdoor navigation,2021,Summer,6,67493,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,5.0
outdoor navigation,2021,Summer,7,81300,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,1.0
outdoor navigation,2021,Summer,8,69570,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,4.0
outdoor navigation,2021,Autumn,9,57268,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,8.0
outdoor navigation,2021,Autumn,10,47619,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,11.0
outdoor navigation,2021,Autumn,11,71897,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,3.0
outdoor navigation,2021,Winter,12,58532,749407,2,47455,81300,7,62450.583333333336,11221.555421746729,17.96869592370511,7.0
pocket knife,2021,Winter,1,67898,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,4.0
pocket knife,2021,Winter,2,53405,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,10.0
pocket knife,2021,Spring,3,59889,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,7.0
pocket knife,2021,Spring,4,53184,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,11.0
pocket knife,2021,Spring,5,55533,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,9.0
pocket knife,2021,Summer,6,50621,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,12.0
pocket knife,2021,Summer,7,56179,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,8.0
pocket knife,2021,Summer,8,61349,736249,6,50621,79294,12,61354.083333333336,8534.879617389654,13.910858338507195,5.0
