category,year,season,month,clicks,ttl_cat_clicks,month_min_clicks,min_cat_clicks,max_cat_clicks,month_max_clicks,avg_cat_clicks,std_cat_clicks,co_var_cat,mnth_ranking
WC,2021,Winter,2,62565,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,3.0
WC,2021,Spring,3,70652,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,2.0
WC,2021,Spring,4,54641,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,9.0
WC,2021,Spring,5,54676,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,8.0
WC,2021,Summer,6,40665,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,12.0
WC,2021,Summer,7,48976,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,11.0
WC,2021,Summer,8,54775,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,6.0
WC,2021,Autumn,9,56982,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,4.0
WC,2021,Autumn,10,55611,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,5.0
WC,2021,Autumn,11,54713,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,7.0
WC,2021,Winter,12,53815,680456,6,40665,72385,1,56704.666666666664,8620.45882910199,15.202379867210206,10.0
Wash,2021,Winter,1,72691,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,7.0
Wash,2021,Winter,2,91568,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,2.0
Wash,2021,Spring,3,97775,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,1.0
Wash,2021,Spring,4,79324,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,4.0
Wash,2021,Spring,5,77629,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,6.0
Wash,2021,Summer,6,56830,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,12.0
Wash,2021,Summer,7,66450,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,11.0
Wash,2021,Summer,8,70947,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,9.0
Wash,2021,Autumn,9,70763,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,10.0
Wash,2021,Autumn,10,79314,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,5.0
Wash,2021,Autumn,11,87865,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,3.0
Wash,2021,Winter,12,71365,922521,6,56830,97775,3,76876.75,11349.15088633987,14.762787040737116,8.0
Xbox One games,2021,Winter,1,77312,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,5.0
Xbox One games,2021,Winter,2,54917,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,7.0
Xbox One games,2021,Spring,3,66856,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,6.0
Xbox One games,2021,Spring,4,52448,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,8.0
Xbox One games,2021,Spring,5,49448,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,9.0
Xbox One games,2021,Summer,6,43162,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,12.0
Xbox One games,2021,Summer,7,44512,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,11.0
Xbox One games,2021,Summer,8,48542,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,10.0
Xbox One games,2021,Autumn,9,77345,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,4.0
Xbox One games,2021,Autumn,10,85943,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,3.0
Xbox One games,2021,Autumn,11,94542,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,1.0
Xbox One games,2021,Winter,12,89583,784610,6,43162,94542,11,65384.166666666664,18805.04634319461,28.76085649154807,2.0
amplifier,2021,Winter,1,102172,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,1.0
amplifier,2021,Winter,2,74303,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,6.0
amplifier,2021,Spring,3,80312,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,4.0
amplifier,2021,Spring,4,63785,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,8.0
amplifier,2021,Spring,5,63380,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,9.0
amplifier,2021,Summer,6,44303,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,12.0
amplifier,2021,Summer,7,52201,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,11.0
amplifier,2021,Summer,8,56313,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,10.0
amplifier,2021,Autumn,9,66293,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,7.0
amplifier,2021,Autumn,10,77983,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,5.0
amplifier,2021,Autumn,11,88005,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,3.0
amplifier,2021,Winter,12,98028,867078,6,44303,102172,1,72256.5,17921.376217954203,24.802441604498146,2.0
baselayer,2021,Winter,1,157074,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,1.0
baselayer,2021,Winter,2,110580,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,2.0
baselayer,2021,Spring,3,82110,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,5.0
baselayer,2021,Spring,4,49661,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,12.0
baselayer,2021,Spring,5,54086,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,11.0
baselayer,2021,Summer,6,59856,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,9.0
baselayer,2021,Summer,7,72972,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,7.0
baselayer,2021,Summer,8,71925,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,8.0
baselayer,2021,Autumn,9,57425,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,10.0
baselayer,2021,Autumn,10,73668,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,6.0
baselayer,2021,Autumn,11,92635,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,4.0
baselayer,2021,Winter,12,108371,990363,4,49661,157074,1,82530.25,30792.288249805195,37.310305312058546,3.0
bike lights,2021,Winter,1,54776,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,6.0
bike lights,2021,Winter,2,45533,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,10.0
bike lights,2021,Spring,3,54192,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,7.0
bike lights,2021,Spring,4,48130,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,8.0
bike lights,2021,Spring,5,43303,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,11.0
bike lights,2021,Summer,6,34775,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,12.0
bike lights,2021,Summer,7,47787,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,9.0
bike lights,2021,Summer,8,61162,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,5.0
bike lights,2021,Autumn,9,75403,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,3.0
bike lights,2021,Autumn,10,79692,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,2.0
bike lights,2021,Autumn,11,83981,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,1.0
bike lights,2021,Winter,12,68198,696932,6,34775,83981,11,58077.666666666664,15666.381286246691,26.97488068204076,4.0
bike locks,2021,Winter,1,41649,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,12.0
bike locks,2021,Winter,2,51682,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,10.0
bike locks,2021,Spring,3,85626,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,6.0
bike locks,2021,Spring,4,116426,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,1.0
bike locks,2021,Spring,5,111502,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,2.0
bike locks,2021,Summer,6,87926,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,5.0
bike locks,2021,Summer,7,90652,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,4.0
bike locks,2021,Summer,8,92676,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,3.0
bike locks,2021,Autumn,9,75768,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,7.0
bike locks,2021,Autumn,10,53327,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,8.0
bike locks,2021,Autumn,11,48196,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,11.0
bike locks,2021,Winter,12,52324,907754,1,41649,116426,4,75646.16666666667,25654.879042727323,33.914314727638526,9.0
bike trailer,2021,Winter,1,47375,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,11.0
bike trailer,2021,Winter,2,76077,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,7.0
bike trailer,2021,Spring,3,116357,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,3.0
bike trailer,2021,Spring,4,128454,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,1.0
bike trailer,2021,Spring,5,109797,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,4.0
bike trailer,2021,Summer,6,100655,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,6.0
bike trailer,2021,Summer,7,117436,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,2.0
bike trailer,2021,Summer,8,100881,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,5.0
bike trailer,2021,Autumn,9,72078,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,8.0
bike trailer,2021,Autumn,10,59030,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,9.0
bike trailer,2021,Autumn,11,58356,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,10.0
bike trailer,2021,Winter,12,46923,1033419,12,46923,128454,4,86118.25,29414.307684665673,34.155719240306986,12.0
binoculars,2021,Winter,1,69746,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,8.0
binoculars,2021,Winter,2,59357,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,12.0
binoculars,2021,Spring,3,69954,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,7.0
binoculars,2021,Spring,4,68292,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,9.0
binoculars,2021,Spring,5,72272,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,4.0
binoculars,2021,Summer,6,63757,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,11.0
binoculars,2021,Summer,7,74813,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,3.0
binoculars,2021,Summer,8,71655,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,6.0
binoculars,2021,Autumn,9,66640,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,10.0
binoculars,2021,Autumn,10,71856,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,5.0
binoculars,2021,Autumn,11,87215,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,1.0
binoculars,2021,Winter,12,82773,858330,2,59357,87215,11,71527.5,7583.111540546117,10.601672839881328,2.0
bridge cameras,2021,Winter,1,72269,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,2.0
bridge cameras,2021,Winter,2,59771,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,8.0
bridge cameras,2021,Spring,3,76075,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,1.0
bridge cameras,2021,Spring,4,67332,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,4.0
bridge cameras,2021,Spring,5,63159,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,6.0
bridge cameras,2021,Summer,6,58270,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,9.0
bridge cameras,2021,Summer,7,65127,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,5.0
bridge cameras,2021,Summer,8,53514,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,10.0
bridge cameras,2021,Autumn,9,48153,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,11.0
bridge cameras,2021,Autumn,10,43942,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,12.0
bridge cameras,2021,Autumn,11,69794,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,3.0
bridge cameras,2021,Winter,12,62056,739462,10,43942,76075,3,61621.833333333336,9586.29410653406,15.556651900761462,7.0
brushcutters,2021,Winter,1,17022,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,12.0
brushcutters,2021,Winter,2,20836,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,11.0
brushcutters,2021,Spring,3,43689,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,7.0
brushcutters,2021,Spring,4,103655,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,4.0
brushcutters,2021,Spring,5,203849,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,2.0
brushcutters,2021,Summer,6,206148,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,1.0
brushcutters,2021,Summer,7,132003,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,3.0
brushcutters,2021,Summer,8,102164,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,5.0
brushcutters,2021,Autumn,9,63686,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,6.0
brushcutters,2021,Autumn,10,43575,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,8.0
brushcutters,2021,Autumn,11,30730,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,9.0
brushcutters,2021,Winter,12,21699,989056,1,17022,206148,6,82421.33333333333,68185.05247864191,82.72743199006962,10.0
camera bags,2021,Winter,1,50196,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,7.0
camera bags,2021,Winter,2,52019,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,4.0
camera bags,2021,Spring,3,53842,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,3.0
camera bags,2021,Spring,4,51623,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,5.0
camera bags,2021,Spring,5,49687,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,9.0
camera bags,2021,Summer,6,43161,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,12.0
camera bags,2021,Summer,7,51009,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,6.0
camera bags,2021,Summer,8,49838,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,8.0
camera bags,2021,Autumn,9,44861,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,11.0
camera bags,2021,Autumn,10,46651,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,10.0
camera bags,2021,Autumn,11,57780,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,2.0
camera bags,2021,Winter,12,64005,614672,6,43161,64005,12,51222.666666666664,5606.641083788423,10.945625147308007,1.0
camera tripods,2021,Winter,1,75909,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,3.0
camera tripods,2021,Winter,2,61411,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,10.0
camera tripods,2021,Spring,3,71549,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,5.0
camera tripods,2021,Spring,4,63615,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,8.0
camera tripods,2021,Spring,5,63437,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,9.0
camera tripods,2021,Summer,6,54612,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,12.0
camera tripods,2021,Summer,7,64770,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,7.0
camera tripods,2021,Summer,8,73894,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,4.0
camera tripods,2021,Autumn,9,70143,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,6.0
camera tripods,2021,Autumn,10,61169,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,11.0
camera tripods,2021,Autumn,11,85453,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,1.0
camera tripods,2021,Winter,12,76946,822908,6,54612,85453,11,68575.66666666667,8607.285004664081,12.551514878451659,2.0
capsule machines,2021,Winter,1,97571,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,3.0
capsule machines,2021,Winter,2,77444,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,7.0
capsule machines,2021,Spring,3,87336,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,5.0
capsule machines,2021,Spring,4,77156,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,8.0
capsule machines,2021,Spring,5,76094,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,9.0
capsule machines,2021,Summer,6,56432,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,12.0
capsule machines,2021,Summer,7,69061,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,10.0
capsule machines,2021,Summer,8,67101,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,11.0
capsule machines,2021,Autumn,9,78663,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,6.0
capsule machines,2021,Autumn,10,88603,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,4.0
capsule machines,2021,Autumn,11,144651,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,1.0
capsule machines,2021,Winter,12,135539,1055651,6,56432,144651,11,87970.91666666667,26648.617806415856,30.29253168679708,2.0
car batteries,2021,Winter,1,140230,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,1.0
car batteries,2021,Winter,2,81309,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,5.0
car batteries,2021,Spring,3,78231,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,7.0
car batteries,2021,Spring,4,76145,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,8.0
car batteries,2021,Spring,5,69194,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,10.0
car batteries,2021,Summer,6,58085,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,12.0
car batteries,2021,Summer,7,65247,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,11.0
car batteries,2021,Summer,8,73638,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,9.0
car batteries,2021,Autumn,9,81177,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,6.0
car batteries,2021,Autumn,10,98352,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,4.0
car batteries,2021,Autumn,11,119615,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,2.0
car batteries,2021,Winter,12,100077,1041300,6,58085,140230,1,86775.0,23860.060900630957,27.4964689145848,3.0
children's bikes,2021,Winter,1,43232,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,12.0
children's bikes,2021,Winter,2,74611,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,5.0
children's bikes,2021,Spring,3,125410,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,1.0
children's bikes,2021,Spring,4,116572,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,2.0
children's bikes,2021,Spring,5,84157,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,3.0
children's bikes,2021,Summer,6,66696,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,8.0
children's bikes,2021,Summer,7,64295,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,10.0
children's bikes,2021,Summer,8,71914,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,6.0
children's bikes,2021,Autumn,9,66400,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,9.0
children's bikes,2021,Autumn,10,57781,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,11.0
children's bikes,2021,Autumn,11,84062,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,4.0
children's bikes,2021,Winter,12,67219,922349,1,43232,125410,3,76862.41666666667,23407.804702543643,30.454161757699495,7.0
cleaning supplies,2021,Winter,1,51912,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,8.0
cleaning supplies,2021,Winter,2,50371,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,9.0
cleaning supplies,2021,Spring,3,62427,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,1.0
cleaning supplies,2021,Spring,4,60661,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,2.0
cleaning supplies,2021,Spring,5,57209,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,3.0
cleaning supplies,2021,Summer,6,43635,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,12.0
cleaning supplies,2021,Summer,7,51962,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,7.0
cleaning supplies,2021,Summer,8,52717,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,5.0
cleaning supplies,2021,Autumn,9,48878,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,10.0
cleaning supplies,2021,Autumn,10,52013,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,6.0
cleaning supplies,2021,Autumn,11,54083,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,4.0
cleaning supplies,2021,Winter,12,46630,632498,6,43635,62427,3,52708.166666666664,5401.3795852765625,10.247709087351858,11.0
clogs,2021,Winter,1,54687,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,11.0
clogs,2021,Winter,2,47445,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,12.0
clogs,2021,Spring,3,60786,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,8.0
clogs,2021,Spring,4,66327,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,4.0
clogs,2021,Spring,5,63496,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,5.0
clogs,2021,Summer,6,70307,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,2.0
clogs,2021,Summer,7,74889,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,1.0
clogs,2021,Summer,8,70011,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,3.0
clogs,2021,Autumn,9,61083,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,6.0
clogs,2021,Autumn,10,58035,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,10.0
clogs,2021,Autumn,11,60818,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,7.0
clogs,2021,Winter,12,60114,747998,2,47445,74889,7,62333.166666666664,7430.0107651131275,11.919835237708861,9.0
coffee pad machines,2021,Winter,1,84881,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,3.0
coffee pad machines,2021,Winter,2,56671,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,7.0
coffee pad machines,2021,Spring,3,64989,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,4.0
coffee pad machines,2021,Spring,4,53547,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,9.0
coffee pad machines,2021,Spring,5,48442,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,11.0
coffee pad machines,2021,Summer,6,44958,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,12.0
coffee pad machines,2021,Summer,7,53804,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,8.0
coffee pad machines,2021,Summer,8,51685,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,10.0
coffee pad machines,2021,Autumn,9,62821,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,5.0
coffee pad machines,2021,Autumn,10,58188,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,6.0
coffee pad machines,2021,Autumn,11,100256,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,1.0
coffee pad machines,2021,Winter,12,88290,768532,6,44958,100256,11,64044.333333333336,17580.691724592398,27.450815411083568,2.0
compressors,2021,Winter,1,51876,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,10.0
compressors,2021,Winter,2,49027,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,12.0
compressors,2021,Spring,3,68899,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,2.0
compressors,2021,Spring,4,61525,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,4.0
compressors,2021,Spring,5,60862,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,5.0
compressors,2021,Summer,6,52002,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,9.0
compressors,2021,Summer,7,55345,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,6.0
compressors,2021,Summer,8,50220,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,11.0
compressors,2021,Autumn,9,53927,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,7.0
compressors,2021,Autumn,10,63694,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,3.0
compressors,2021,Autumn,11,71499,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,1.0
compressors,2021,Winter,12,53590,692466,2,49027,71499,11,57705.5,7450.550357950991,12.911334895202348,8.0
control software,2021,Winter,1,160502,889368,10,26561,160502,1,74114.0,42953.90450661774,57.9565325129095,1.0
