Standard,,,,,,,,,,,,Expected,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,"xG
▼",npxG,npxG/Sh,G-xG,np:G-xG
1,Marcus Thuram,fr FRA,FW,M'Gladbach,24,1997,27.9,13,92,44,47.8,3.29,1.58,0.14,0.3,12.7,0,0,0,16.5,16.5,0.18,-3.5,-3.5
2,Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,24,1997,21.1,16,70,25,35.7,3.32,1.19,0.19,0.52,15.9,7,3,4,14.4,11.3,0.16,1.6,1.7
3,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,23,1998,29.2,15,75,30,40,2.57,1.03,0.17,0.43,13,0,2,2,13.2,11.6,0.16,1.8,1.4
4,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,31,1991,26.5,12,57,21,36.8,2.15,0.79,0.14,0.38,18,4,4,6,13.2,8.5,0.15,-1.2,-0.5
5,Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,27.5,16,74,32,43.2,2.69,1.16,0.15,0.34,16,0,5,5,12.8,8.6,0.12,3.2,2.4
6,Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,12,94,43,45.7,2.97,1.36,0.13,0.28,19.1,14,0,1,11.3,10.5,0.11,0.7,1.5
7,Serge Gnabry,de GER,"FW,MF",Bayern Munich,27,1995,21.6,14,81,40,49.4,3.76,1.85,0.16,0.33,15.5,1,1,1,11.2,10.4,0.13,2.8,2.6
8,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30,9,79,34,43,2.63,1.13,0.11,0.26,17.8,0,0,1,11,10.3,0.13,-2,-1.3
9,Serhou Guirassy,gn GUI,FW,Stuttgart,26,1996,18.3,11,47,18,38.3,2.57,0.98,0.19,0.5,15.7,4,2,2,10.8,9.2,0.2,0.2,-0.2
10,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,29,1993,26.8,15,58,25,43.1,2.17,0.93,0.14,0.32,22.6,15,7,8,10.3,3.9,0.07,4.7,4.1
11,Michael Gregoritsch,at AUT,FW,Freiburg,28,1994,23.9,10,67,38,56.7,2.8,1.59,0.15,0.26,14.6,1,0,0,10,10,0.15,0,0
12,Daichi Kamada,jp JPN,MF,Eint Frankfurt,25,1996,25.2,9,41,11,26.8,1.63,0.44,0.15,0.55,16.6,4,3,3,9.9,7.5,0.18,-0.9,-1.5
13,André Silva,pt POR,FW,RB Leipzig,26,1995,19.3,4,60,22,36.7,3.11,1.14,0.07,0.18,13.5,0,0,0,9.2,9.2,0.15,-5.2,-5.2
14,Donyell Malen,nl NED,FW,Dortmund,23,1999,19,9,64,30,46.9,3.38,1.58,0.14,0.3,15.9,3,0,0,9.1,9.1,0.15,-0.1,-0.1
15,Timo Werner,de GER,"FW,MF",RB Leipzig,26,1996,21.5,9,61,24,39.3,2.83,1.12,0.15,0.38,15,0,0,0,9.1,9.1,0.15,-0.1,-0.1
16,Marius Bülter,de GER,"FW,MF",Schalke 04,29,1993,28.9,11,64,23,35.9,2.22,0.8,0.11,0.3,18.4,1,4,4,9,6.1,0.1,2,0.9
17,Sadio Mané,sn SEN,"FW,MF",Bayern Munich,30,1992,15.8,7,53,20,37.7,3.35,1.26,0.11,0.3,12.8,0,1,2,8.9,7.2,0.14,-1.9,-1.2
18,Thomas Müller,de GER,"FW,MF",Bayern Munich,32,1989,18.5,7,47,23,48.9,2.54,1.24,0.15,0.3,12.5,0,0,0,8.9,8.9,0.19,-1.9,-1.9
19,Philipp Hofmann,de GER,FW,Bochum,29,1993,29.2,8,52,21,40.4,1.78,0.72,0.15,0.38,12.8,0,0,0,8.8,8.8,0.17,-0.8,-0.8
20,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,24,1997,26.6,11,59,22,37.3,2.22,0.83,0.1,0.27,20.3,1,5,5,8.6,4.7,0.08,2.4,1.3
21,Leroy Sané,de GER,"MF,FW",Bayern Munich,26,1996,22.3,8,78,29,37.2,3.49,1.3,0.1,0.28,19.7,6,0,0,8.5,8.5,0.11,-0.5,-0.5
22,Sébastien Haller,ci CIV,FW,Dortmund,28,1994,13.6,9,33,19,57.6,2.42,1.4,0.27,0.47,9.9,0,0,1,8.4,7.7,0.23,0.6,1.3
23,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,26,1996,14.6,10,32,13,40.6,2.19,0.89,0.19,0.46,15.5,1,4,4,8.4,5.2,0.16,1.6,0.8
24,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,29.9,8,66,23,34.8,2.21,0.77,0.11,0.3,18,2,1,1,8.2,7.4,0.11,-0.2,-0.4
25,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,30,1992,28.2,10,68,32,47.1,2.41,1.13,0.15,0.31,15.6,0,0,0,8.2,8.2,0.12,1.8,1.8
26,Mergim Berisha,de GER,FW,Augsburg,24,1998,18.7,9,51,13,25.5,2.73,0.7,0.12,0.46,18.7,6,3,4,8.1,5,0.1,0.9,1
27,Jamal Musiala,de GER,"MF,FW",Bayern Munich,19,2003,24.4,12,66,25,37.9,2.7,1.02,0.18,0.48,15.8,0,0,0,8,8,0.12,4,4
28,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,21,2000,30.1,8,38,19,50,1.26,0.63,0.21,0.42,11.9,0,0,0,7.6,7.6,0.2,0.4,0.4
29,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,26.3,8,63,23,36.5,2.4,0.87,0.11,0.3,15.2,0,1,1,7.5,6.8,0.11,0.5,0.2
30,Jonas Hofmann,de GER,"FW,MF",M'Gladbach,30,1992,29.8,12,44,22,50,1.48,0.74,0.27,0.55,19,5,0,1,7.2,6.6,0.15,4.8,5.4
31,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,28.5,7,66,19,28.8,2.31,0.67,0.11,0.37,15.7,0,0,0,7.1,7.1,0.11,-0.1,-0.1
32,Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,26.9,5,57,27,47.4,2.12,1,0.09,0.19,17.3,0,0,0,7,7,0.12,-2,-2
33,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,28.4,11,67,26,38.8,2.36,0.92,0.16,0.42,18.3,0,0,0,6.5,6.5,0.1,4.5,4.5
34,Silas Katompa,cd COD,"FW,MF",Stuttgart,23,1998,22.1,5,42,16,38.1,1.9,0.72,0.1,0.25,16.1,0,1,1,6.5,5.7,0.14,-1.5,-1.7
35,Youssoufa Moukoko,de GER,FW,Dortmund,17,2004,12.7,7,35,19,54.3,2.76,1.5,0.2,0.37,14.9,0,0,0,6.4,6.4,0.18,0.6,0.6
36,Simon Terodde,de GER,FW,Schalke 04,34,1988,20.3,5,43,19,44.2,2.12,0.94,0.12,0.26,12.4,0,0,1,6.3,5.5,0.13,-1.3,-0.5
37,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,33,1989,12.4,10,30,15,50,2.43,1.21,0.33,0.67,12.6,0,0,1,6.1,5.3,0.18,3.9,4.7
38,Florian Kainz,at AUT,"MF,FW",Köln,29,1992,26,6,51,19,37.3,1.96,0.73,0.06,0.16,22.2,6,3,3,6,3.6,0.07,0,-0.6
39,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,22,2000,18.7,7,45,19,42.2,2.41,1.02,0.16,0.37,18.3,4,0,0,5.9,5.9,0.13,1.1,1.1
40,Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,20.7,6,27,13,48.1,1.3,0.63,0.22,0.46,12,0,0,0,5.7,5.7,0.21,0.3,0.3
41,Takuma Asano,jp JPN,"FW,MF",Bochum,27,1994,19,3,53,18,34,2.78,0.95,0.06,0.17,16.1,0,0,0,5.6,5.6,0.11,-2.6,-2.6
42,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,21,2000,27.2,6,58,28,48.3,2.14,1.03,0.09,0.18,23.2,9,1,1,5.5,4.7,0.08,0.5,0.3
43,Ramy Bensebaini,dz ALG,DF,M'Gladbach,27,1995,27.6,6,39,12,30.8,1.41,0.44,0.1,0.33,17.3,3,2,2,5.3,3.7,0.1,0.7,0.3
44,Ellyes Skhiri,tn TUN,MF,Köln,27,1995,31.7,7,32,11,34.4,1.01,0.35,0.22,0.64,15.3,0,0,0,5.3,5.3,0.17,1.7,1.7
45,Julian Brandt,de GER,"MF,FW",Dortmund,26,1996,26.6,9,42,26,61.9,1.58,0.98,0.21,0.35,18,1,0,0,5.2,5.2,0.12,3.8,3.8
46,Jonas Wind,dk DEN,FW,Wolfsburg,23,1999,14.3,6,29,10,34.5,2.02,0.7,0.21,0.6,13.4,0,0,1,5.2,4.4,0.15,0.8,1.6
47,Marco Reus,de GER,"MF,FW",Dortmund,33,1989,15,6,36,10,27.8,2.39,0.67,0.14,0.5,16.6,6,1,1,5.1,4.3,0.12,0.9,0.7
48,Karim Adeyemi,de GER,"FW,MF",Dortmund,20,2002,15.4,6,37,14,37.8,2.4,0.91,0.16,0.43,17.4,0,0,1,5,4.3,0.12,1,1.7
49,Amine Adli,ma MAR,"FW,MF",Leverkusen,22,2000,15.9,5,37,17,45.9,2.32,1.07,0.14,0.29,14,1,0,0,5,5,0.14,0,0
50,Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,30.7,5,29,12,41.4,0.94,0.39,0.07,0.17,31.4,6,3,5,5,1,0.04,0,1
51,Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,20,2002,22.9,4,39,14,35.9,1.71,0.61,0.1,0.29,15.9,0,0,0,5,4.8,0.12,-1,-0.8
52,Alassane Pléa,fr FRA,FW,M'Gladbach,29,1993,19.7,2,27,11,40.7,1.37,0.56,0.04,0.09,18.6,1,1,2,5,3.4,0.13,-3,-2.4
53,Lars Stindl,de GER,"FW,MF",M'Gladbach,33,1988,19.3,8,50,22,44,2.6,1.14,0.16,0.36,20.7,3,0,0,5,5,0.1,3,3
54,Steffen Tigges,de GER,FW,Köln,24,1998,17.7,6,35,11,31.4,1.97,0.62,0.17,0.55,12.3,0,0,0,5,5,0.14,1,1
55,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,16.5,6,21,9,42.9,1.28,0.55,0.19,0.44,18.1,1,2,2,4.9,3.3,0.16,1.1,0.7
56,Kevin Behrens,de GER,FW,Union Berlin,31,1991,17.1,8,35,14,40,2.05,0.82,0.23,0.57,11.7,0,0,0,4.8,4.8,0.14,3.2,3.2
57,Leon Goretzka,de GER,MF,Bayern Munich,27,1995,19.2,3,40,13,32.5,2.08,0.68,0.08,0.23,17.2,0,0,0,4.7,4.7,0.12,-1.7,-1.7
58,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,28,1994,13.5,6,32,14,43.8,2.38,1.04,0.19,0.43,14.8,0,0,0,4.6,4.6,0.14,1.4,1.4
59,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,28,1994,15.7,7,28,13,46.4,1.78,0.83,0.21,0.46,15,0,1,1,4.6,3.8,0.14,2.4,2.2
60,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,26,1996,15.7,8,49,17,34.7,3.13,1.09,0.16,0.47,18.6,0,0,0,4.6,4.6,0.09,3.4,3.4
61,Linton Maina,de GER,"FW,MF",Köln,23,1999,24.9,3,35,13,37.1,1.41,0.52,0.09,0.23,15.3,0,0,0,4.6,4.6,0.13,-1.6,-1.6
62,Patrik Schick,cz CZE,FW,Leverkusen,26,1996,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1,0,0,4.6,4.6,0.14,-1.6,-1.6
63,Jordan Pefok,us USA,FW,Union Berlin,26,1996,15.1,4,32,6,18.8,2.12,0.4,0.13,0.67,12.2,0,0,2,4.5,2.9,0.09,-0.5,1.1
64,Kevin Stöger,at AUT,MF,Bochum,28,1993,28.9,5,45,11,24.4,1.56,0.38,0.04,0.18,25.8,7,3,3,4.4,2.1,0.05,0.6,-0.1
65,Mattias Svanberg,se SWE,"MF,FW",Wolfsburg,23,1999,20.4,4,30,10,33.3,1.47,0.49,0.13,0.4,16.9,4,0,0,4.4,4.4,0.15,-0.4,-0.4
66,Patrick Wimmer,at AUT,"FW,MF",Wolfsburg,21,2001,18.3,4,31,14,45.2,1.69,0.76,0.13,0.29,13.9,0,0,0,4.4,4.4,0.14,-0.4,-0.4
67,Lee Jae-sung,kr KOR,MF,Mainz 05,29,1992,21,7,35,17,48.6,1.66,0.81,0.2,0.41,14.7,0,0,0,4.3,4.3,0.12,2.7,2.7
68,Anthony Modeste,fr FRA,FW,Dortmund,34,1988,9,2,23,10,43.5,2.55,1.11,0.09,0.2,11.1,0,0,0,4.3,4.3,0.19,-2.3,-2.3
69,Gio Reyna,us USA,"FW,MF",Dortmund,19,2002,6.9,7,24,11,45.8,3.46,1.58,0.25,0.55,15.1,1,1,1,4.3,3.5,0.16,2.7,2.5
70,Rafael Borré,co COL,"MF,FW",Eint Frankfurt,26,1995,12,2,24,7,29.2,2,0.58,0.04,0.14,13.1,0,1,1,4.1,3.3,0.14,-2.1,-2.3
71,Jessic Ngankam,de GER,"FW,MF",Hertha BSC,22,2000,9.2,4,18,7,38.9,1.96,0.76,0.17,0.43,13.8,0,1,1,4.1,3.3,0.19,-0.1,-0.3
72,Simon Zoller,de GER,FW,Bochum,31,1991,16.2,3,30,9,30,1.85,0.56,0.1,0.33,12.6,0,0,0,4.1,4.1,0.14,-1.1,-1.1
73,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,24,1997,25.4,2,48,12,25,1.89,0.47,0.04,0.17,15.5,0,0,0,4,4,0.08,-2,-2
74,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,23.8,4,32,14,43.8,1.35,0.59,0.13,0.29,16,0,0,0,3.9,3.9,0.12,0.1,0.1
75,Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0,0,0,3.8,3.8,0.09,1.2,1.2
76,Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,21,2000,11.8,3,26,10,38.5,2.2,0.85,0.12,0.3,14.6,0,0,0,3.7,3.7,0.14,-0.7,-0.7
77,Marco Richter,de GER,"MF,FW",Hertha BSC,24,1997,20.4,6,49,15,30.6,2.4,0.74,0.12,0.4,22.3,4,0,0,3.7,3.7,0.08,2.3,2.3
78,Chris Führich,de GER,"FW,MF",Stuttgart,24,1998,20.9,5,43,13,30.2,2.05,0.62,0.09,0.31,18.5,0,1,1,3.6,2.9,0.07,1.4,1.1
79,Lucas Tousart,fr FRA,MF,Hertha BSC,25,1997,32.7,5,43,16,37.2,1.31,0.49,0.12,0.31,16.7,0,0,0,3.6,3.6,0.08,1.4,1.4
