,year,country,continent,population,fertility,life expectancy
6258,1981,Burundi,Africa,4239673.0,7.45,46.22
6259,1981,Cambodia,Asia,6774509.0,5.85,38.0
6260,1981,Cameroon,Africa,9201146.0,6.65,55.56
6261,1981,Canada,North America,24768525.0,1.65,75.46
6262,1981,Cape Verde,Africa,290428.0,6.27,63.19
6263,1981,Central African Republic,Africa,2340259.0,5.96,50.86
6264,1981,Chad,Africa,4610964.0,6.99,50.97
6266,1981,Chile,South America,11400489.0,2.66,69.36
6267,1981,China,Asia,991553829.0,2.71,64.2
6268,1981,Colombia,South America,28375995.0,3.87,68.67
6269,1981,Comoros,Africa,318659.0,7.1,53.59
6272,1981,Costa Rica,North America,2454127.0,3.58,73.73
6274,1981,Croatia,Europe,4621418.0,1.99,70.71
6275,1981,Cuba,North America,9884219.0,1.84,74.05
6276,1981,Cyprus,Europe,689173.0,2.39,75.19
6277,1981,Czech Republic,Europe,10353750.0,2.12,71.11
6278,1981,Denmark,Europe,5124807.0,1.44,74.44
6279,1981,Djibouti,Africa,374683.0,6.37,57.59
6280,1981,Dominican Republic,North America,5943591.0,4.3,66.6
6281,1981,Ecuador,South America,8183194.0,4.62,65.49
6282,1981,Egypt,Africa,44465918.0,5.31,59.52
6283,1981,El Salvador,North America,4652058.0,5.0,58.13
6284,1981,Equatorial Guinea,Africa,232934.0,5.75,45.26
6285,1981,Eritrea,Africa,2453689.0,6.63,46.97
6286,1981,Estonia,Europe,1483938.0,2.08,69.62
6287,1981,Ethiopia,Africa,36093319.0,7.36,42.87
6288,1981,Fiji,Australia and Oceania,650957.0,3.86,62.92
6289,1981,Finland,Europe,4800899.0,1.65,74.03
6290,1981,France,Europe,54279038.0,1.84,74.69
6293,1981,Gabon,Africa,747593.0,5.71,54.24
6294,1981,Gambia,Africa,625413.0,6.32,54.59
6295,1981,Georgia,Europe,5111792.0,2.3,69.42
6296,1981,Germany,Europe,77990369.0,1.47,73.37
6297,1981,Ghana,Africa,11117608.0,6.47,53.6
6298,1981,Greece,Europe,9704947.0,2.09,74.33
6300,1981,Grenada,North America,90575.0,4.24,67.86
6303,1981,Guatemala,North America,7310397.0,6.15,59.6
6304,1981,Guinea,Africa,4584305.0,6.56,43.66
6305,1981,Guinea-Bissau,Africa,866947.0,6.42,48.13
6306,1981,Guyana,South America,787728.0,3.36,62.5
6307,1981,Haiti,North America,5818673.0,6.12,50.94
6308,1981,Honduras,North America,3750843.0,6.19,63.36
6310,1981,Hungary,Europe,10750270.0,1.93,69.24
6311,1981,Iceland,Europe,230525.0,2.27,76.61
6312,1981,India,Asia,713561406.0,4.6,55.51
6313,1981,Indonesia,Asia,150978841.0,4.3,59.57
6314,1981,Iran,Asia,40209077.0,6.52,55.62
6315,1981,Iraq,Asia,14046273.0,6.49,57.52
6316,1981,Ireland,Europe,3468884.0,2.9,74.04
6317,1981,Israel,Asia,3815270.0,3.22,73.74
6318,1981,Italy,Europe,56489623.0,1.64,74.46
6319,1981,Jamaica,North America,2175634.0,3.64,74.1
6320,1981,Japan,Asia,116821569.0,1.76,76.57
6321,1981,Jordan,Asia,2365665.0,7.18,68.0
6322,1981,Kazakhstan,Asia,15082185.0,2.97,66.43
6323,1981,Kenya,Africa,16901181.0,7.37,60.52
6324,1981,Kiribati,Australia and Oceania,60137.0,5.05,54.17
6325,1981,North Korea,Asia,17623335.0,2.69,65.75
6326,1981,South Korea,Asia,38046253.0,2.38,66.66
6327,1981,Kuwait,Asia,1452383.0,5.32,74.0
6330,1981,Latvia,Europe,2524843.0,1.97,69.18
6331,1981,Lebanon,Asia,2615753.0,3.9,67.36
6332,1981,Lesotho,Africa,1340694.0,5.54,55.25
6333,1981,Liberia,Africa,1961795.0,6.97,47.6
6334,1981,Libya,Africa,3318560.0,7.62,68.82
6335,1981,Lithuania,Europe,3457365.0,2.05,70.77
6336,1981,Luxembourg,Europe,364779.0,1.45,72.22
6339,1981,Madagascar,Africa,8983494.0,6.36,53.36
6340,1981,Malawi,Africa,6327344.0,7.62,46.13
6341,1981,Malaysia,Asia,14180093.0,3.75,69.22
6342,1981,Maldives,Asia,163834.0,7.15,57.62
6343,1981,Mali,Africa,7233877.0,7.06,43.3
6344,1981,Malta,Europe,323298.0,2.08,74.74
6346,1981,Mauritania,Africa,1578585.0,6.37,55.75
6347,1981,Mauritius,Africa,978067.0,2.53,67.34
6349,1981,Mexico,North America,70950741.0,4.51,67.58
6351,1981,Moldova,Europe,4048617.0,2.51,65.48
6352,1981,Mongolia,Asia,1733479.0,6.03,58.73
6353,1981,Montenegro,Europe,587689.0,2.23,73.35
6354,1981,Morocco,Africa,20564359.0,5.57,60.77
6355,1981,Mozambique,Africa,12228508.0,6.47,49.4
6357,1981,Namibia,Africa,1034446.0,6.36,58.54
6358,1981,Nepal,Asia,15237302.0,5.72,51.06
6359,1981,Netherlands,Europe,14181967.0,1.56,75.93
6362,1981,New Zealand,Australia and Oceania,3164965.0,2.16,73.77
6363,1981,Nicaragua,North America,3342666.0,6.02,66.38
6364,1981,Niger,Africa,6129762.0,7.73,42.58
6365,1981,Nigeria,Africa,75729572.0,6.78,52.41
6366,1981,Norway,Europe,4095177.0,1.7,76.0
6367,1981,Oman,Asia,1220548.0,8.34,64.69
6368,1981,Pakistan,Asia,80691701.0,6.51,59.13
6369,1981,Panama,North America,2026057.0,3.78,72.1
6370,1981,Papua New Guinea,Australia and Oceania,3304188.0,5.61,53.74
6371,1981,Paraguay,South America,3271454.0,5.21,71.97
6372,1981,Peru,South America,17792551.0,4.87,63.25
6373,1981,Philippines,Asia,48715592.0,5.08,64.37
6374,1981,Poland,Europe,36145211.0,2.32,71.38
6375,1981,Portugal,Europe,9824239.0,2.18,71.9
6377,1981,Qatar,Asia,248053.0,5.67,72.45
6379,1981,Romania,Europe,22739965.0,2.35,70.12
6381,1981,Rwanda,Africa,5313908.0,8.44,47.88
6384,1981,Samoa,Australia and Oceania,156435.0,6.09,63.79
6385,1981,Sao Tome and Principe,Africa,96947.0,6.35,61.93
6386,1981,Saudi Arabia,Asia,10556936.0,7.14,67.89
6387,1981,Senegal,Africa,5723541.0,7.34,50.43
6388,1981,Serbia,Europe,8984599.0,2.34,70.84
6389,1981,Seychelles,Africa,67298.0,3.7,68.63
6390,1981,Sierra Leone,Africa,3155368.0,7.05,52.5
6391,1981,Singapore,Asia,2463245.0,1.78,71.39
6393,1981,Slovenia,Europe,1857854.0,1.98,70.94
6394,1981,Solomon Islands,Australia and Oceania,238488.0,6.63,61.59
6395,1981,Somalia,Africa,6251730.0,7.03,47.88
6396,1981,South Africa,Africa,29828874.0,4.7,57.44
6397,1981,Spain,Europe,37976189.0,2.09,75.67
6398,1981,Sri Lanka,Asia,15274137.0,3.32,69.35
6399,1981,Sudan,Africa,14935471.0,6.74,57.11
6400,1981,Suriname,South America,363309.0,3.82,68.02
6401,1981,Swaziland,Africa,621314.0,6.62,56.02
6402,1981,Sweden,Europe,8319810.0,1.64,76.04
6403,1981,Switzerland,Europe,6315799.0,1.51,75.92
6404,1981,Syria,Asia,9277263.0,6.98,66.56
6406,1981,Tajikistan,Asia,4030104.0,5.6,64.53
6407,1981,Tanzania,Africa,19279543.0,6.62,54.56
6408,1981,Thailand,Asia,48336894.0,3.2,65.22
6410,1981,Togo,Africa,2812071.0,7.16,54.43
6411,1981,Tonga,Australia and Oceania,93452.0,5.53,67.32
6412,1981,Trinidad and Tobago,North America,1102562.0,3.28,68.03
6413,1981,Tunisia,Africa,6545025.0,5.19,65.4
6414,1981,Turkey,Asia,44936836.0,4.24,62.45
6415,1981,Turkmenistan,Asia,2931343.0,4.92,62.24
6416,1981,Uganda,Africa,12927007.0,7.1,52.09
6417,1981,Ukraine,Europe,50181709.0,1.99,69.36
6418,1981,United Arab Emirates,Asia,1093108.0,5.34,67.36
6419,1981,United Kingdom,Europe,56231020.0,1.74,73.9
6420,1981,United States,North America,231765783.0,1.81,74.36
6421,1981,Uruguay,South America,2935036.0,2.67,70.89
6422,1981,Uzbekistan,Asia,16375135.0,4.97,66.59
6423,1981,Vanuatu,Australia and Oceania,118578.0,5.5,57.97
6424,1981,Venezuela,South America,15761800.0,4.1,69.57
6427,1981,Vietnam,Asia,55627743.0,4.87,66.86
6429,1981,Yemen,Asia,8369708.0,9.11,52.13
6430,1981,Zambia,Africa,6138069.0,7.1,57.45
6431,1981,Zimbabwe,Africa,7571965.0,6.97,63.13
6432,1982,Afghanistan,Asia,12667001.0,7.67,43.11
6433,1982,Albania,Europe,2788315.0,3.46,71.88
6434,1982,Algeria,Africa,20575701.0,6.58,63.69
6435,1982,Angola,Africa,8807511.0,7.2,46.69
6436,1982,Antigua and Barbuda,North America,68950.0,2.1,71.22
6437,1982,Argentina,South America,28993989.0,3.21,70.78
6438,1982,Armenia,Europe,3192877.0,2.38,72.64
6440,1982,Australia,Australia and Oceania,15101227.0,1.93,74.7
6441,1982,Austria,Europe,7588957.0,1.66,73.12
6442,1982,Azerbaijan,Europe,6362289.0,3.09,65.73
6443,1982,Bahamas,North America,220275.0,2.99,67.12
6444,1982,Bahrain,Asia,385950.0,4.69,69.83
6445,1982,Bangladesh,Asia,85868228.0,6.06,54.15
6446,1982,Barbados,North America,253836.0,1.92,70.58
6447,1982,Belarus,Europe,9787558.0,2.09,70.95
6448,1982,Belgium,Europe,9872709.0,1.59,73.81
6449,1982,Belize,North America,151498.0,5.51,70.47
6450,1982,Benin,Africa,3931355.0,7.02,50.38
6451,1982,Bhutan,Asia,434385.0,6.46,53.96
6452,1982,Bolivia,South America,5835186.0,5.34,55.87
6453,1982,Bosnia and Herzegovina,Europe,4226663.0,2.02,75.65
6454,1982,Botswana,Africa,1069962.0,6.01,61.21
6455,1982,Brazil,South America,128054757.0,3.85,64.55
6456,1982,Brunei,Asia,205061.0,3.99,71.54
6457,1982,Bulgaria,Europe,8916713.0,2.06,71.16
6459,1982,Burundi,Africa,4359122.0,7.45,46.49
6460,1982,Cambodia,Asia,6945053.0,6.01,44.24
6461,1982,Cameroon,Africa,9480638.0,6.68,56.03
6462,1982,Canada,North America,25017501.0,1.64,75.67
6463,1982,Cape Verde,Africa,296071.0,6.17,63.95
6464,1982,Central African Republic,Africa,2411693.0,5.96,50.96
6465,1982,Chad,Africa,4716073.0,7.02,51.38
6467,1982,Chile,South America,11569135.0,2.65,69.97
6468,1982,China,Asia,1005328574.0,2.62,65.28
6469,1982,Colombia,South America,29027158.0,3.74,69.24
6470,1982,Comoros,Africa,328355.0,7.03,54.03
6473,1982,Costa Rica,North America,2521163.0,3.54,74.22
6475,1982,Croatia,Europe,4645409.0,1.98,70.89
6476,1982,Cuba,North America,9925618.0,1.83,74.22
6477,1982,Cyprus,Europe,691711.0,2.42,75.38
6478,1982,Czech Republic,Europe,10352607.0,2.07,71.22
6479,1982,Denmark,Europe,5122810.0,1.43,74.78
6480,1982,Djibouti,Africa,384743.0,6.32,58.08
6481,1982,Dominican Republic,North America,6078816.0,4.19,67.11
6482,1982,Ecuador,South America,8392935.0,4.51,66.17
6483,1982,Egypt,Africa,45610430.0,5.25,60.21
6484,1982,El Salvador,North America,4722272.0,4.87,58.53
6485,1982,Equatorial Guinea,Africa,251301.0,5.78,45.69
6486,1982,Eritrea,Africa,2525005.0,6.62,47.33
6487,1982,Estonia,Europe,1492704.0,2.1,70.03
6488,1982,Ethiopia,Africa,37109517.0,7.4,42.93
6489,1982,Fiji,Australia and Oceania,668196.0,3.81,63.2
6490,1982,Finland,Europe,4826135.0,1.72,74.6
6491,1982,France,Europe,54528408.0,1.84,75.07
6494,1982,Gabon,Africa,766867.0,5.72,55.07
6495,1982,Gambia,Africa,648202.0,6.3,55.55
6496,1982,Georgia,Europe,5151850.0,2.28,69.46
6497,1982,Germany,Europe,77812348.0,1.46,73.69
6498,1982,Ghana,Africa,11488112.0,6.39,53.95
6499,1982,Greece,Europe,9771250.0,2.01,74.64
6501,1982,Grenada,North America,93091.0,4.24,68.1
6504,1982,Guatemala,North America,7508161.0,6.11,60.1
6505,1982,Guinea,Africa,4684992.0,6.59,44.47
6506,1982,Guinea-Bissau,Africa,885166.0,6.54,48.45
6507,1982,Guyana,South America,785466.0,3.1,62.67
6508,1982,Haiti,North America,5955265.0,6.15,51.29
6509,1982,Honduras,North America,3868296.0,6.06,64.24
6511,1982,Hungary,Europe,10719749.0,1.88,69.47
6512,1982,Iceland,Europe,233121.0,2.23,77.26
6513,1982,India,Asia,730303461.0,4.52,55.86
6514,1982,Indonesia,Asia,154506266.0,4.17,60.12
6515,1982,Iran,Asia,41862373.0,6.52,55.32
6516,1982,Iraq,Asia,14437661.0,6.41,57.41
6517,1982,Ireland,Europe,3501213.0,2.79,74.34
6518,1982,Israel,Asia,3883547.0,3.17,73.99
6519,1982,Italy,Europe,56626403.0,1.57,74.93
6520,1982,Jamaica,North America,2212400.0,3.56,74.34
6521,1982,Japan,Asia,117708919.0,1.75,77.08
6522,1982,Jordan,Asia,2462968.0,7.07,68.45
6523,1982,Kazakhstan,Asia,15248458.0,2.97,66.84
6524,1982,Kenya,Africa,17559778.0,7.27,61.02
6525,1982,Kiribati,Australia and Oceania,60918.0,5.02,54.62
6526,1982,North Korea,Asia,17899236.0,2.7,66.08
6527,1982,South Korea,Asia,38665964.0,2.24,67.21
6528,1982,Kuwait,Asia,1518855.0,5.08,74.41
6531,1982,Latvia,Europe,2536340.0,2.02,69.75
6532,1982,Lebanon,Asia,2632281.0,3.8,67.52
6533,1982,Lesotho,Africa,1374044.0,5.49,55.82
6534,1982,Liberia,Africa,2036325.0,6.96,47.97
6535,1982,Libya,Africa,3450078.0,7.42,69.46
6536,1982,Lithuania,Europe,3482390.0,2.05,71.17
6537,1982,Luxembourg,Europe,365098.0,1.45,72.31
6540,1982,Madagascar,Africa,9220693.0,6.24,53.64
6541,1982,Malawi,Africa,6483571.0,7.61,46.53
6542,1982,Malaysia,Asia,14543585.0,3.73,69.53
6543,1982,Maldives,Asia,169861.0,7.21,58.64
6544,1982,Mali,Africa,7386669.0,7.07,44.17
6545,1982,Malta,Europe,326953.0,2.06,75.01
6547,1982,Mauritania,Africa,1624310.0,6.31,56.34
6548,1982,Mauritius,Africa,988890.0,2.41,67.7
6550,1982,Mexico,North America,72547995.0,4.33,68.05
6552,1982,Moldova,Europe,4089860.0,2.55,65.68
6553,1982,Mongolia,Asia,1777727.0,5.86,59.0
6554,1982,Montenegro,Europe,595353.0,2.19,73.52
6555,1982,Morocco,Africa,21070647.0,5.44,61.63
6556,1982,Mozambique,Africa,12511864.0,6.46,49.57
6558,1982,Namibia,Africa,1056758.0,6.26,59.01
6559,1982,Nepal,Asia,15596012.0,5.68,51.81
6560,1982,Netherlands,Europe,14255051.0,1.5,76.01
6563,1982,New Zealand,Australia and Oceania,3188664.0,2.1,73.87
6564,1982,Nicaragua,North America,3435527.0,5.89,66.95
6565,1982,Niger,Africa,6299343.0,7.75,43.13
6566,1982,Nigeria,Africa,77729802.0,6.77,52.8
6567,1982,Norway,Europe,4107655.0,1.71,76.13
6568,1982,Oman,Asia,1290007.0,8.35,65.65
6569,1982,Pakistan,Asia,83427522.0,6.48,59.45
6570,1982,Panama,North America,2073826.0,3.67,72.47
6571,1982,Papua New Guinea,Australia and Oceania,3395798.0,5.52,54.26
6572,1982,Paraguay,South America,3366726.0,5.19,72.19
6573,1982,Peru,South America,18225727.0,4.73,63.9
6574,1982,Philippines,Asia,50068493.0,4.98,64.74
6575,1982,Poland,Europe,36517072.0,2.32,71.45
6576,1982,Portugal,Europe,9873144.0,2.07,72.73
6578,1982,Qatar,Asia,277242.0,5.5,72.75
6580,1982,Romania,Europe,22842426.0,2.16,70.11
6582,1982,Rwanda,Africa,5486431.0,8.42,48.32
6585,1982,Samoa,Australia and Oceania,157401.0,5.97,64.36
6586,1982,Sao Tome and Principe,Africa,98692.0,6.27,62.02
6587,1982,Saudi Arabia,Asia,11247085.0,7.05,68.74
6588,1982,Senegal,Africa,5888261.0,7.28,51.44
6589,1982,Serbia,Europe,9057974.0,2.33,71.01
6590,1982,Seychelles,Africa,68176.0,3.56,68.83
6591,1982,Sierra Leone,Africa,3224346.0,7.03,52.83
6592,1982,Singapore,Asia,2520494.0,1.74,71.74
6594,1982,Slovenia,Europe,1880699.0,1.92,71.03
6595,1982,Solomon Islands,Australia and Oceania,246502.0,6.53,61.46
6596,1982,Somalia,Africa,6271538.0,7.05,48.28
6597,1982,South Africa,Africa,30611206.0,4.6,58.04
6598,1982,Spain,Europe,38212556.0,1.96,76.22
6599,1982,Sri Lanka,Asia,15503320.0,3.22,69.64
6600,1982,Sudan,Africa,15470415.0,6.67,57.27
6601,1982,Suriname,South America,363993.0,3.71,68.31
6602,1982,Swaziland,Africa,639333.0,6.57,56.71
6603,1982,Sweden,Europe,8323466.0,1.63,76.36
6604,1982,Switzerland,Europe,6341369.0,1.52,76.26
6605,1982,Syria,Asia,9613517.0,6.84,67.08
6607,1982,Tajikistan,Asia,4146923.0,5.56,64.8
6608,1982,Tanzania,Africa,19894677.0,6.58,54.82
6609,1982,Thailand,Asia,49265597.0,3.02,65.91
6611,1982,Togo,Africa,2915148.0,7.1,54.97
6612,1982,Tonga,Australia and Oceania,93683.0,5.48,67.56
6613,1982,Trinidad and Tobago,North America,1120610.0,3.26,68.16
6614,1982,Tunisia,Africa,6733958.0,5.02,66.31
6615,1982,Turkey,Asia,45997940.0,4.11,63.15
6616,1982,Turkmenistan,Asia,3002785.0,4.84,62.57
6617,1982,Uganda,Africa,13318149.0,7.1,52.14
6618,1982,Ukraine,Europe,50385836.0,2.01,69.51
6619,1982,United Arab Emirates,Asia,1158477.0,5.27,67.79
6620,1982,United Kingdom,Europe,56250124.0,1.76,74.03
6621,1982,United States,North America,233953874.0,1.81,74.65
6622,1982,Uruguay,South America,2954281.0,2.61,71.17
6623,1982,Uzbekistan,Asia,16810937.0,4.83,66.93
6624,1982,Vanuatu,Australia and Oceania,121433.0,5.43,58.5
6625,1982,Venezuela,South America,16185895.0,4.01,69.85
6628,1982,Vietnam,Asia,56931822.0,4.69,67.1
6630,1982,Yemen,Asia,8698304.0,9.19,53.09
6631,1982,Zambia,Africa,6352561.0,7.02,57.14
6632,1982,Zimbabwe,Africa,7876414.0,6.81,63.73
6633,1983,Afghanistan,Asia,12279095.0,7.67,43.75
6634,1983,Albania,Europe,2842620.0,3.37,72.15
6635,1983,Algeria,Africa,21228288.0,6.39,64.97
6636,1983,Angola,Africa,9128655.0,7.21,46.96
6637,1983,Antigua and Barbuda,North America,67958.0,2.1,71.52
6638,1983,Argentina,South America,29454739.0,3.16,71.04
6639,1983,Armenia,Europe,3239212.0,2.41,72.43
6641,1983,Australia,Australia and Oceania,15318254.0,1.92,75.51
6642,1983,Austria,Europe,7589573.0,1.56,73.19
6643,1983,Azerbaijan,Europe,6464775.0,3.03,65.92
6644,1983,Bahamas,North America,225185.0,2.97,67.31
6645,1983,Bahrain,Asia,396447.0,4.58,70.16
6646,1983,Bangladesh,Asia,88181211.0,5.89,54.57
6647,1983,Barbados,North America,254515.0,1.89,70.91
6648,1983,Belarus,Europe,9856780.0,2.1,70.73
6649,1983,Belgium,Europe,9878636.0,1.58,73.81
6650,1983,Belize,North America,155820.0,5.34,70.8
6651,1983,Benin,Africa,4045352.0,7.01,50.97
6652,1983,Bhutan,Asia,444789.0,6.41,54.87
6653,1983,Bolivia,South America,5959962.0,5.26,56.67
6654,1983,Bosnia and Herzegovina,Europe,4270598.0,1.99,76.15
6655,1983,Botswana,Africa,1107103.0,5.88,61.67
6656,1983,Brazil,South America,131014337.0,3.72,64.94
6657,1983,Brunei,Asia,210933.0,3.91,71.84
6658,1983,Bulgaria,Europe,8939007.0,2.03,71.33
6660,1983,Burundi,Africa,4486613.0,7.47,46.75
6661,1983,Cambodia,Asia,7196139.0,6.13,49.43
6662,1983,Cameroon,Africa,9770555.0,6.7,56.45
6663,1983,Canada,North America,25272656.0,1.62,76.04
6664,1983,Cape Verde,Africa,302174.0,6.08,64.69
6665,1983,Central African Republic,Africa,2485666.0,5.96,50.95
6666,1983,Chad,Africa,4830055.0,7.06,51.78
6668,1983,Chile,South America,11742057.0,2.65,70.51
6669,1983,China,Asia,1019698475.0,2.56,65.49
6670,1983,Colombia,South America,29687096.0,3.63,69.72
6671,1983,Comoros,Africa,337853.0,6.92,54.48
6674,1983,Costa Rica,North America,2589932.0,3.52,74.66
6676,1983,Croatia,Europe,4669614.0,1.96,71.08
6677,1983,Cuba,North America,9966733.0,1.83,74.36
6678,1983,Cyprus,Europe,694074.0,2.44,75.58
6679,1983,Czech Republic,Europe,10340397.0,2.02,71.0
6680,1983,Denmark,Europe,5118966.0,1.38,74.65
6681,1983,Djibouti,Africa,392908.0,6.27,58.55
6682,1983,Dominican Republic,North America,6214857.0,4.08,67.63
6683,1983,Ecuador,South America,8606214.0,4.4,66.85
6684,1983,Egypt,Africa,46807221.0,5.19,60.93
6685,1983,El Salvador,North America,4789472.0,4.74,59.19
6686,1983,Equatorial Guinea,Africa,273199.0,5.8,46.11
6687,1983,Eritrea,Africa,2598626.0,6.61,47.74
6688,1983,Estonia,Europe,1501490.0,2.13,69.95
6689,1983,Ethiopia,Africa,38259376.0,7.42,42.5
6690,1983,Fiji,Australia and Oceania,685389.0,3.76,63.46
6691,1983,Finland,Europe,4853196.0,1.74,74.51
6692,1983,France,Europe,54799049.0,1.85,75.06
6695,1983,Gabon,Africa,787017.0,5.72,55.88
6696,1983,Gambia,Africa,673230.0,6.28,56.48
6697,1983,Georgia,Europe,5194091.0,2.28,69.52
6698,1983,Germany,Europe,77657451.0,1.46,73.97
6699,1983,Ghana,Africa,11895130.0,6.31,54.34
6700,1983,Greece,Europe,9822999.0,1.91,74.94
6702,1983,Grenada,North America,95981.0,4.25,68.35
6705,1983,Guatemala,North America,7710142.0,6.05,60.62
6706,1983,Guinea,Africa,4804740.0,6.61,45.37
6707,1983,Guinea-Bissau,Africa,904391.0,6.64,48.78
6708,1983,Guyana,South America,780367.0,2.88,62.85
6709,1983,Haiti,North America,6096690.0,6.15,51.64
6710,1983,Honduras,North America,3988371.0,5.93,65.12
6712,1983,Hungary,Europe,10673963.0,1.85,69.03
6713,1983,Iceland,Europe,235860.0,2.2,76.91
6714,1983,India,Asia,747374856.0,4.44,56.19
6715,1983,Indonesia,Asia,158044343.0,4.03,60.64
6716,1983,Iran,Asia,43610506.0,6.47,55.49
6717,1983,Iraq,Asia,14824876.0,6.34,57.68
6718,1983,Ireland,Europe,3527472.0,2.68,74.4
6719,1983,Israel,Asia,3950241.0,3.13,74.49
6720,1983,Italy,Europe,56744400.0,1.51,74.75
6721,1983,Jamaica,North America,2249890.0,3.48,74.55
6722,1983,Japan,Asia,118552097.0,1.74,77.11
6723,1983,Jordan,Asia,2568582.0,6.94,68.9
6724,1983,Kazakhstan,Asia,15419452.0,2.99,67.28
6725,1983,Kenya,Africa,18241331.0,7.17,61.42
6726,1983,Kiribati,Australia and Oceania,61760.0,4.97,55.08
6727,1983,North Korea,Asia,18191881.0,2.69,66.4
6728,1983,South Korea,Asia,39295418.0,2.11,67.78
6729,1983,Kuwait,Asia,1586205.0,4.79,74.81
6732,1983,Latvia,Europe,2548941.0,2.06,69.51
6733,1983,Lebanon,Asia,2651295.0,3.69,67.68
6734,1983,Lesotho,Africa,1406818.0,5.44,56.34
6735,1983,Liberia,Africa,2107523.0,6.95,48.25
6736,1983,Libya,Africa,3583183.0,7.18,70.04
6737,1983,Lithuania,Europe,3507839.0,2.05,71.09
6738,1983,Luxembourg,Europe,365301.0,1.45,73.19
6741,1983,Madagascar,Africa,9462343.0,6.17,53.86
6742,1983,Malawi,Africa,6659453.0,7.6,46.91
6743,1983,Malaysia,Asia,14926976.0,3.7,69.84
6744,1983,Maldives,Asia,176258.0,7.25,59.64
6745,1983,Mali,Africa,7542377.0,7.08,45.02
6746,1983,Malta,Europe,330761.0,2.06,75.28
6748,1983,Mauritania,Africa,1671080.0,6.26,56.9
6749,1983,Mauritius,Africa,998625.0,2.33,67.96
6751,1983,Mexico,North America,74133377.0,4.17,68.52
6753,1983,Moldova,Europe,4132440.0,2.59,65.98
6754,1983,Mongolia,Asia,1823215.0,5.7,59.34
6755,1983,Montenegro,Europe,602964.0,2.15,73.68
6756,1983,Morocco,Africa,21583746.0,5.29,62.49
6757,1983,Mozambique,Africa,12766859.0,6.44,49.72
6759,1983,Namibia,Africa,1081740.0,6.15,59.45
6760,1983,Nepal,Asia,15963746.0,5.63,52.57
6761,1983,Netherlands,Europe,14325363.0,1.47,76.21
6764,1983,New Zealand,Australia and Oceania,3215826.0,2.1,73.97
6765,1983,Nicaragua,North America,3527935.0,5.75,67.56
6766,1983,Niger,Africa,6472971.0,7.76,43.66
6767,1983,Nigeria,Africa,79729311.0,6.75,53.12
6768,1983,Norway,Europe,4120386.0,1.66,76.19
6769,1983,Oman,Asia,1360921.0,8.34,66.59
6770,1983,Pakistan,Asia,86264621.0,6.46,59.77
6771,1983,Panama,North America,2121921.0,3.58,72.8
6772,1983,Papua New Guinea,Australia and Oceania,3489402.0,5.42,54.65
6773,1983,Paraguay,South America,3465796.0,5.15,72.41
6774,1983,Peru,South America,18660443.0,4.6,64.55
6775,1983,Philippines,Asia,51455037.0,4.88,65.13
6776,1983,Poland,Europe,36879742.0,2.31,71.29
6777,1983,Portugal,Europe,9904444.0,1.96,72.65
6779,1983,Qatar,Asia,309276.0,5.33,73.01
6781,1983,Romania,Europe,22928996.0,2.0,70.1
6783,1983,Rwanda,Africa,5669251.0,8.4,48.69
6786,1983,Samoa,Australia and Oceania,158383.0,5.85,64.94
6787,1983,Sao Tome and Principe,Africa,100285.0,6.18,62.12
6788,1983,Saudi Arabia,Asia,11962244.0,6.94,69.54
6789,1983,Senegal,Africa,6062682.0,7.23,52.47
6790,1983,Serbia,Europe,9127679.0,2.32,71.19
6791,1983,Seychelles,Africa,68906.0,3.43,69.02
6792,1983,Sierra Leone,Africa,3296530.0,6.99,53.06
6793,1983,Singapore,Asia,2583241.0,1.61,72.11
6795,1983,Slovenia,Europe,1903548.0,1.85,70.74
6796,1983,Solomon Islands,Australia and Oceania,254602.0,6.43,61.16
6797,1983,Somalia,Africa,6199671.0,7.08,48.65
6798,1983,South Africa,Africa,31409913.0,4.5,58.64
6799,1983,Spain,Europe,38415495.0,1.84,76.0
6800,1983,Sri Lanka,Asia,15727670.0,3.12,69.83
6801,1983,Sudan,Africa,16015120.0,6.61,57.44
6802,1983,Suriname,South America,365242.0,3.59,68.57
6803,1983,Swaziland,Africa,658496.0,6.52,57.38
6804,1983,Sweden,Europe,8326196.0,1.61,76.6
6805,1983,Switzerland,Europe,6376791.0,1.53,76.27
6806,1983,Syria,Asia,9960833.0,6.7,67.58
6808,1983,Tajikistan,Asia,4269775.0,5.53,65.07
6809,1983,Tanzania,Africa,20528465.0,6.54,55.05
6810,1983,Thailand,Asia,50183106.0,2.86,66.69
6812,1983,Togo,Africa,3026378.0,7.03,55.48
6813,1983,Tonga,Australia and Oceania,93775.0,5.39,67.8
6814,1983,Trinidad and Tobago,North America,1138673.0,3.22,68.28
6815,1983,Tunisia,Africa,6930390.0,4.83,67.13
6816,1983,Turkey,Asia,47072603.0,3.98,63.82
6817,1983,Turkmenistan,Asia,3075867.0,4.77,62.89
6818,1983,Uganda,Africa,13727427.0,7.1,52.17
6819,1983,Ukraine,Europe,50579135.0,2.03,69.48
6820,1983,United Arab Emirates,Asia,1218223.0,5.21,68.2
6821,1983,United Kingdom,Europe,56283959.0,1.78,74.28
6822,1983,United States,North America,236161961.0,1.78,74.71
6823,1983,Uruguay,South America,2973461.0,2.57,71.46
6824,1983,Uzbekistan,Asia,17257774.0,4.71,67.27
